Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
130,tt6491178,2022-04-06,2022-04-06,,"Dragged Across Concrete","Dragged Across Concrete",https://www.imdb.com/title/tt6491178/,Movie,6.9,159,2018,"Action, Crime, Drama, Thriller",55555,2019-03-22,"S. Craig Zahler"
131,tt4647692,2022-04-07,2022-04-07,,"Letterkenny","Letterkenny",https://www.imdb.com/title/tt4647692/,TV Series,8.6,30,2016,"Comedy",29802,2016-02-07,
132,tt7520794,2022-04-07,2022-04-07,,"Russian Doll","Russian Doll",https://www.imdb.com/title/tt7520794/,TV Series,7.7,30,2019,"Comedy, Drama, Mystery",107808,2019-02-01,
133,tt9698520,2022-04-09,2022-04-09,,"A Black Lady Sketch Show","A Black Lady Sketch Show",https://www.imdb.com/title/tt9698520/,TV Series,7.5,30,2019,"Comedy",3854,2019-08-02,
134,tt3706352,2022-04-09,2022-04-09,,"All the Old Knives","All the Old Knives",https://www.imdb.com/title/tt3706352/,Movie,6.1,101,2022,"Mystery, Thriller",28803,2022-04-08,"Janus Metz"
135,tt15791630,2022-04-12,2022-04-12,,"The Kardashians","The Kardashians",https://www.imdb.com/title/tt15791630/,TV Series,4.5,50,2022,"Reality-TV",4949,2022-04-14,
136,tt18970124,2022-04-12,2022-04-12,,"Conversations with a Killer: The John Wayne Gacy Tapes","Conversations with a Killer: The John Wayne Gacy Tapes",https://www.imdb.com/title/tt18970124/,TV Mini Series,7.1,61,2022,"Documentary, Biography, Crime",13036,2022-04-20,
137,tt9425132,2022-04-12,2022-04-12,,"Conversations with a Killer: The Ted Bundy Tapes","Conversations with a Killer: The Ted Bundy Tapes",https://www.imdb.com/title/tt9425132/,TV Mini Series,7.7,59,2019,"Documentary, Biography, Crime, History",33046,2019-01-24,
138,tt14677850,2022-04-12,2022-04-12,,"Penguin Town","Penguin Town",https://www.imdb.com/title/tt14677850/,TV Series,7.9,,2021,"Documentary, Short, Comedy, Drama, Family",1041,2021-06-16,
139,tt4786824,2022-04-17,2022-04-17,,"The Crown","The Crown",https://www.imdb.com/title/tt4786824/,TV Series,8.6,60,2016,"Biography, Drama, History",258344,2016-11-04,
140,tt9242528,2022-04-19,2022-04-19,,"The Survivor","The Survivor",https://www.imdb.com/title/tt9242528/,Movie,6.7,129,2021,"Biography, Drama, History, Sport, War",6272,2022-04-27,"Barry Levinson"
141,tt11324406,2022-04-19,2022-04-19,,"The Staircase","The Staircase",https://www.imdb.com/title/tt11324406/,TV Mini Series,7.1,65,2022,"Biography, Crime, Drama, Mystery, Thriller",34271,2022-05-05,
142,tt8783930,2022-04-19,2022-04-19,,"The Time Traveler's Wife","The Time Traveler's Wife",https://www.imdb.com/title/tt8783930/,TV Series,7.7,45,2022,"Drama, Sci-Fi",17802,2022-05-15,
143,tt11525644,2022-04-19,2022-04-19,,"No Sudden Move","No Sudden Move",https://www.imdb.com/title/tt11525644/,Movie,6.4,115,2021,"Crime, Drama, Mystery, Thriller",41290,2021-07-01,"Steven Soderbergh"
144,tt10808832,2022-04-19,2022-04-19,,"Let Them All Talk","Let Them All Talk",https://www.imdb.com/title/tt10808832/,Movie,6.1,113,2020,"Comedy, Drama",13072,2020-12-10,"Steven Soderbergh"
145,tt7808566,2022-04-19,2022-04-19,,"Made for Love","Made for Love",https://www.imdb.com/title/tt7808566/,TV Series,6.9,30,2021,"Comedy, Drama, Sci-Fi, Thriller",12577,2021-04-01,
146,tt11685912,2022-04-19,2022-04-19,,"Outer Range","Outer Range",https://www.imdb.com/title/tt11685912/,TV Series,7.1,60,2022,"Drama, Mystery, Thriller",38835,2022-04-15,
147,tt0070290,2022-04-19,2022-04-19,,"The Last Detail","The Last Detail",https://www.imdb.com/title/tt0070290/,Movie,7.5,104,1973,"Comedy, Drama",28229,1974-02-15,"Hal Ashby"
148,tt3743822,2022-04-20,2022-04-20,,"Fear the Walking Dead","Fear the Walking Dead",https://www.imdb.com/title/tt3743822/,TV Series,6.8,44,2015,"Drama, Horror, Sci-Fi, Thriller",145162,2015-08-23,
149,tt15096128,2022-04-20,2022-04-20,,"Crush","Crush",https://www.imdb.com/title/tt15096128/,Movie,6.3,93,2022,"Comedy, Romance",9840,2022-04-29,"Sammi Cohen"
150,tt8633062,2022-04-28,2022-04-28,,"The Wilds","The Wilds",https://www.imdb.com/title/tt8633062/,TV Series,7.3,60,2020,"Adventure, Drama, Mystery",25320,2020-12-11,
151,tt5691552,2022-04-28,2022-04-28,,"The Orville","The Orville",https://www.imdb.com/title/tt5691552/,TV Series,8.0,44,2017,"Adventure, Comedy, Drama, Sci-Fi",100387,2017-09-10,
152,tt1190634,2022-04-28,2022-04-28,,"The Boys","The Boys",https://www.imdb.com/title/tt1190634/,TV Series,8.7,60,2019,"Action, Comedy, Crime, Drama, Sci-Fi",663412,2019-07-26,
153,tt1312171,2022-04-28,2022-04-28,,"The Umbrella Academy","The Umbrella Academy",https://www.imdb.com/title/tt1312171/,TV Series,7.9,60,2019,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",277331,2019-02-15,
154,tt8111088,2022-04-28,2022-04-28,,"The Mandalorian","The Mandalorian",https://www.imdb.com/title/tt8111088/,TV Series,8.6,40,2019,"Action, Adventure, Fantasy, Sci-Fi",591601,2019-11-12,
155,tt2861424,2022-04-28,2022-04-28,,"Rick and Morty","Rick and Morty",https://www.imdb.com/title/tt2861424/,TV Series,9.1,23,2013,"Animation, Adventure, Comedy, Sci-Fi",606827,2013-12-02,
156,tt1844624,2022-04-28,2022-04-28,,"American Horror Story","American Horror Story",https://www.imdb.com/title/tt1844624/,TV Series,8.0,60,2011,"Drama, Horror, Sci-Fi, Thriller",345610,2011-10-05,
157,tt0063374,2022-04-28,2022-04-28,,"The Odd Couple","The Odd Couple",https://www.imdb.com/title/tt0063374/,Movie,7.6,105,1968,"Comedy",37574,1968-05-16,"Gene Saks"
158,tt0074901,2022-04-28,2022-04-28,,"Mikey and Nicky","Mikey and Nicky",https://www.imdb.com/title/tt0074901/,Movie,7.3,106,1976,"Crime, Drama",7337,1976-12-21,"Elaine May"
159,tt0083511,2022-04-28,2022-04-28,,"48 Hrs.","48 Hrs.",https://www.imdb.com/title/tt0083511/,Movie,6.9,96,1982,"Action, Comedy, Crime, Drama, Thriller",85742,1982-12-08,"Walter Hill"
160,tt0064665,2022-04-28,2022-04-28,,"Midnight Cowboy","Midnight Cowboy",https://www.imdb.com/title/tt0064665/,Movie,7.8,113,1969,"Drama",121459,1969-05-25,"John Schlesinger"
161,tt0071230,2022-04-28,2022-04-28,,"Blazing Saddles","Blazing Saddles",https://www.imdb.com/title/tt0071230/,Movie,7.7,93,1974,"Comedy, Western",153184,1974-02-07,"Mel Brooks"
162,tt13263106,2022-04-28,2022-04-28,,"Murder on Middle Beach","Murder on Middle Beach",https://www.imdb.com/title/tt13263106/,TV Mini Series,7.4,66,2020,"Documentary, Crime, Mystery",4586,2020-11-15,
163,tt9614090,2022-04-28,2022-04-28,,"I Love You, Now Die: The Commonwealth v. Michelle Carter","I Love You, Now Die: The Commonwealth v. Michelle Carter",https://www.imdb.com/title/tt9614090/,TV Mini Series,7.5,72,2019,"Documentary, Crime",7917,2019-07-09,
164,tt8425310,2022-04-28,2022-04-28,,"The Case Against Adnan Syed","The Case Against Adnan Syed",https://www.imdb.com/title/tt8425310/,TV Mini Series,6.7,67,2019,"Documentary, Crime",2786,2019-03-10,
165,tt2492296,2022-04-28,2022-04-28,,"Show Me a Hero","Show Me a Hero",https://www.imdb.com/title/tt2492296/,TV Mini Series,7.9,60,2015,"Drama, History",12081,2015-08-16,
166,tt9308346,2022-04-28,2022-04-28,,"The Plot Against America","The Plot Against America",https://www.imdb.com/title/tt9308346/,TV Mini Series,7.3,62,2020,"Drama, Thriller",11303,2020-03-16,
167,tt15286764,2022-04-28,2022-04-28,,"The Way Down","The Way Down: God, Greed and the Cult of Gwen Shamblin",https://www.imdb.com/title/tt15286764/,TV Mini Series,7.0,44,2021,"Documentary, Crime",3468,2021-09-30,
168,tt12879632,2022-04-28,2022-04-28,,"The Baby","The Baby",https://www.imdb.com/title/tt12879632/,TV Series,6.3,,2022,"Comedy, Horror, Mystery",3752,2022-04-24,
169,tt13316746,2022-04-28,2022-04-28,,"Aunty Donna's Big Ol' House of Fun","Aunty Donna's Big Ol' House of Fun",https://www.imdb.com/title/tt13316746/,TV Series,7.9,20,2020,"Comedy",7202,2020-11-11,
170,tt7214762,2022-04-28,2022-04-28,,"Jim & Andy: The Great Beyond","Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",https://www.imdb.com/title/tt7214762/,Movie,7.6,94,2017,"Documentary",28060,2017-11-17,"Chris Smith"
171,tt3526078,2022-04-28,2022-04-28,,"Schitt's Creek","Schitt$ Creek",https://www.imdb.com/title/tt3526078/,TV Series,8.5,22,2015,"Comedy",147635,2015-02-11,
172,tt15166116,2022-04-28,2022-04-28,,"Countdown: Inspiration4 Mission to Space","Countdown: Inspiration4 Mission to Space",https://www.imdb.com/title/tt15166116/,TV Mini Series,7.8,49,2021,"Documentary, Adventure",2098,2021-09-06,
173,tt15185666,2022-04-28,2022-04-28,,"Captive Audience","Captive Audience",https://www.imdb.com/title/tt15185666/,TV Mini Series,6.8,46,2022,"Documentary, Biography, Crime, Mystery",2571,2022-04-21,
174,tt15489004,2022-04-28,2022-04-28,,"Wild Crime","Wild Crime",https://www.imdb.com/title/tt15489004/,TV Series,7.3,,2021,"Documentary, Crime, Mystery",1172,2021-09-28,
175,tt9358228,2022-04-28,2022-04-28,,"Untouchable","Untouchable",https://www.imdb.com/title/tt9358228/,Movie,6.7,98,2019,"Documentary, Biography, Crime",3210,2019-09-02,"Ursula Macfarlane"
176,tt2222042,2022-04-28,2022-04-28,,"Love and Monsters","Love and Monsters",https://www.imdb.com/title/tt2222042/,Movie,6.9,109,2020,"Action, Adventure, Comedy, Fantasy, Sci-Fi",146305,2020-10-16,"Michael Matthews"
177,tt8694364,2022-04-29,2022-04-29,,"Years and Years","Years and Years",https://www.imdb.com/title/tt8694364/,TV Mini Series,8.3,60,2019,"Drama, Sci-Fi",33334,2019-06-24,
178,tt10203880,2022-05-05,2022-05-05,,"The Pentaverate","The Pentaverate",https://www.imdb.com/title/tt10203880/,TV Mini Series,6.1,27,2022,"Comedy",11755,2022-05-05,
179,tt19757508,2022-05-05,2022-05-05,,"Meltdown: Three Mile Island","Meltdown: Three Mile Island",https://www.imdb.com/title/tt19757508/,TV Mini Series,6.8,43,2022,"Documentary, History",5457,2022-05-04,
180,tt11815682,2022-05-05,2022-05-05,,"Hacks","Hacks",https://www.imdb.com/title/tt11815682/,TV Series,8.2,30,2021,"Comedy, Drama",41394,2021-05-13,
181,tt11898670,2022-05-05,2022-05-05,,"Yvonne Orji: Momma, I Made It","Yvonne Orji: Momma, I Made It",https://www.imdb.com/title/tt11898670/,TV Special,7.0,62,2020,"Documentary, Comedy",372,2020-06-06,"Chris Robinson"
182,tt12736220,2022-05-05,2022-05-05,,"Chelsea Handler: Evolution","Chelsea Handler: Evolution",https://www.imdb.com/title/tt12736220/,TV Special,5.9,68,2020,"Documentary, Comedy",608,2020-10-22,"Troy Miller"
183,tt0434672,2022-05-05,2022-05-05,,"The Comeback","The Comeback",https://www.imdb.com/title/tt0434672/,TV Series,8.0,30,2005,"Comedy",7858,2005-06-05,
184,tt2701582,2022-05-06,2022-05-06,,"Endeavour","Endeavour",https://www.imdb.com/title/tt2701582/,TV Series,8.6,90,2012,"Crime, Drama, Mystery",33724,2012-07-01,
185,tt8080122,2022-05-10,2022-05-10,,"Godfather of Harlem","Godfather of Harlem",https://www.imdb.com/title/tt8080122/,TV Series,8.1,55,2019,"Crime, Drama",21203,2019-09-29,
186,tt4607112,2022-05-13,2022-05-13,,"Tin Star","Tin Star",https://www.imdb.com/title/tt4607112/,TV Series,7.2,60,2017,"Crime, Drama, Thriller",16035,2017-09-29,
187,tt7459986,2022-05-13,2022-05-13,,"The Widow","The Widow",https://www.imdb.com/title/tt7459986/,TV Series,6.9,60,2019,"Action, Drama, Mystery, Thriller",11256,2019-03-01,
188,tt8463714,2022-05-13,2022-05-13,,"The ABC Murders","The ABC Murders",https://www.imdb.com/title/tt8463714/,TV Mini Series,6.6,60,2018,"Crime, Drama, Mystery, Thriller",11758,2019-02-01,
189,tt7838252,2022-05-13,2022-05-13,,"K.G.F: Chapter 1","K.G.F: Chapter 1",https://www.imdb.com/title/tt7838252/,Movie,8.2,154,2018,"Action, Crime, Drama, Thriller",98988,2018-12-20,"Prashanth Neel"
190,tt1998372,2022-05-13,2022-05-13,,"Under the Banner of Heaven","Under the Banner of Heaven",https://www.imdb.com/title/tt1998372/,TV Mini Series,7.5,67,2022,"Crime, Drama, Mystery, Thriller",35295,2022-04-28,
191,tt11921588,2022-05-14,2022-05-14,,"The Kids in the Hall","The Kids in the Hall",https://www.imdb.com/title/tt11921588/,TV Series,8.1,25,2022,"Comedy",2197,2022-05-13,
192,tt19266944,2022-05-14,2022-05-14,,"The Unsolved Murder of Beverly Lynn Smith","The Unsolved Murder of Beverly Lynn Smith",https://www.imdb.com/title/tt19266944/,TV Mini Series,6.5,,2022,"Documentary, Crime, Mystery",700,2022-03-31,
193,tt13361448,2022-05-14,2022-05-14,,"Night Sky","Night Sky",https://www.imdb.com/title/tt13361448/,TV Series,7.3,55,2022,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",23599,2022-05-20,
194,tt13833978,2022-05-15,2022-05-15,,"The Lincoln Lawyer","The Lincoln Lawyer",https://www.imdb.com/title/tt13833978/,TV Series,7.7,60,2022,"Crime, Drama, Mystery, Thriller",65510,2022-05-13,
195,tt19177348,2022-05-17,2022-05-17,,"A besúgó","A besúgó",https://www.imdb.com/title/tt19177348/,TV Series,8.0,43,2022,"Drama, Thriller",3668,2022-04-01,
196,tt2699128,2022-05-23,2022-05-23,,"The Leftovers","The Leftovers",https://www.imdb.com/title/tt2699128/,TV Series,8.3,60,2014,"Drama, Fantasy, Mystery, Thriller",113149,2014-06-29,
197,tt0475784,2022-05-23,2022-05-23,,"Westworld","Westworld",https://www.imdb.com/title/tt0475784/,TV Series,8.5,60,2016,"Drama, Mystery, Sci-Fi",535093,2016-10-02,
198,tt5197820,2022-05-26,2022-05-26,,"Van Helsing","Van Helsing",https://www.imdb.com/title/tt5197820/,TV Series,6.2,43,2016,"Action, Drama, Fantasy, Horror",24428,2016-09-23,
199,tt12762460,2022-05-26,2022-05-26,,"That Damn Michael Che","That Damn Michael Che",https://www.imdb.com/title/tt12762460/,TV Series,7.5,30,2021,"Comedy",1511,2021-05-06,
200,tt13650600,2022-05-27,2022-05-27,,"Emergency","Emergency",https://www.imdb.com/title/tt13650600/,Movie,6.2,105,2022,"Comedy, Drama, Thriller",9723,2022-05-27,"Carey Williams"
201,tt13649314,2022-05-31,2022-05-31,,"Irma Vep","Irma Vep",https://www.imdb.com/title/tt13649314/,TV Mini Series,6.8,54,2022,"Comedy, Drama",6542,2022-06-06,
202,tt11198330,2022-05-31,2022-05-31,,"House of the Dragon","House of the Dragon",https://www.imdb.com/title/tt11198330/,TV Series,8.4,50,2022,"Action, Adventure, Drama, Fantasy, Romance",384842,2022-08-21,
203,tt0052520,2022-06-02,2022-06-02,,"The Twilight Zone","The Twilight Zone",https://www.imdb.com/title/tt0052520/,TV Series,9.1,50,1959,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",94122,1959-10-02,
204,tt0734683,2022-06-02,2022-06-02,,"The Twilight Zone: Time Enough at Last","The Twilight Zone: Time Enough at Last",https://www.imdb.com/title/tt0734683/,TV Episode,8.9,25,1959,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",7861,1959-11-20,"John Brahm"
205,tt11761176,2022-06-08,2022-06-08,,"Power Book III: Raising Kanan","Power Book III: Raising Kanan",https://www.imdb.com/title/tt11761176/,TV Series,7.7,60,2021,"Crime, Drama",6472,2021-07-18,
206,tt4513678,2022-06-08,2022-06-08,,"Ghostbusters: Afterlife","Ghostbusters: Afterlife",https://www.imdb.com/title/tt4513678/,Movie,7.0,124,2021,"Adventure, Comedy, Fantasy, Sci-Fi",221568,2021-11-19,"Jason Reitman"
207,tt20560404,2022-06-08,2022-06-08,,"Keep Sweet: Pray and Obey","Keep Sweet: Pray and Obey",https://www.imdb.com/title/tt20560404/,TV Mini Series,7.3,49,2022,"Documentary, Crime",16246,2022-06-08,
208,tt3922798,2022-06-08,2022-06-08,,"The Siege of Jadotville","The Siege of Jadotville",https://www.imdb.com/title/tt3922798/,Movie,7.2,108,2016,"Action, Drama, History, Thriller, War",44611,2016-10-07,"Richie Smyth"
209,tt1726669,2022-06-08,2022-06-08,,"Killer Joe","Killer Joe",https://www.imdb.com/title/tt1726669/,Movie,6.7,102,2011,"Crime, Drama, Thriller",83590,2012-06-29,"William Friedkin"
210,tt0758794,2022-06-08,2022-06-08,,"We Are Marshall","We Are Marshall",https://www.imdb.com/title/tt0758794/,Movie,7.0,131,2006,"Drama, Sport",64950,2006-12-22,"McG"
211,tt20723672,2022-06-09,2022-06-09,,"Bill Burr Presents: Friends Who Kill","Bill Burr Presents: Friends Who Kill",https://www.imdb.com/title/tt20723672/,TV Special,4.6,73,2022,"Documentary, Comedy",2848,2022-06-06,"Ryan Polito"
212,tt6877772,2022-06-09,2022-06-09,,"American Vandal","American Vandal",https://www.imdb.com/title/tt6877772/,TV Series,8.1,34,2017,"Comedy, Crime, Drama, Mystery",33247,2017-09-15,
213,tt4733624,2022-06-14,2022-06-14,,"Fatherhood","Fatherhood",https://www.imdb.com/title/tt4733624/,Movie,6.6,109,2021,"Comedy, Drama",42900,2021-06-18,"Paul Weitz"
214,tt20602042,2022-06-15,2022-06-15,,"Web of Make Believe: Death, Lies and the Internet","Web of Make Believe: Death, Lies and the Internet",https://www.imdb.com/title/tt20602042/,TV Series,6.5,60,2022,"Documentary, Crime",2470,2022-06-15,
215,tt1751634,2022-06-25,2022-06-25,,"The Sandman","The Sandman",https://www.imdb.com/title/tt1751634/,TV Series,7.7,45,2022,"Drama, Fantasy, Horror, Mystery, Sci-Fi",173581,2022-08-05,
216,tt1745960,2022-06-25,2022-06-25,,"Top Gun: Maverick","Top Gun: Maverick",https://www.imdb.com/title/tt1745960/,Movie,8.2,130,2022,"Action, Drama",707829,2022-05-27,"Joseph Kosinski"
217,tt9179430,2022-06-25,2022-06-25,,"Vikram","Vikram",https://www.imdb.com/title/tt9179430/,Movie,8.3,175,2022,"Action, Crime, Drama, Thriller",74864,2022-06-03,"Lokesh Kanagaraj"
218,tt10919420,2022-06-25,2022-06-25,,"Squid Game","Ojing-eo geim",https://www.imdb.com/title/tt10919420/,TV Series,8.0,60,2021,"Action, Drama, Mystery, Thriller",548963,2021-09-17,
219,tt7767422,2022-06-25,2022-06-25,,"Sex Education","Sex Education",https://www.imdb.com/title/tt7767422/,TV Series,8.2,60,2019,"Comedy, Drama, Romance",354437,2019-01-11,
220,tt5180504,2022-06-25,2022-06-25,,"The Witcher","The Witcher",https://www.imdb.com/title/tt5180504/,TV Series,8.0,60,2019,"Action, Adventure, Drama, Fantasy, Mystery",573621,2019-12-20,
221,tt10293406,2022-06-25,2022-06-25,,"The Power of the Dog","The Power of the Dog",https://www.imdb.com/title/tt10293406/,Movie,6.8,126,2021,"Drama, Western",194729,2021-12-01,"Jane Campion"
222,tt1457767,2022-06-25,2022-06-25,,"The Conjuring","The Conjuring",https://www.imdb.com/title/tt1457767/,Movie,7.5,112,2013,"Horror, Mystery, Thriller",557895,2013-07-19,"James Wan"
223,tt7395114,2022-06-25,2022-06-25,,"The Devil All the Time","The Devil All the Time",https://www.imdb.com/title/tt7395114/,Movie,7.1,138,2020,"Crime, Drama, Thriller",153725,2020-09-10,"Antonio Campos"
224,tt9059350,2022-06-25,2022-06-25,,"Warrior Nun","Warrior Nun",https://www.imdb.com/title/tt9059350/,TV Series,7.0,,2020,"Action, Drama, Fantasy",55686,2020-07-02,
225,tt10696784,2022-06-25,2022-06-25,,"The Harder They Fall","The Harder They Fall",https://www.imdb.com/title/tt10696784/,Movie,6.6,139,2021,"Action, Drama, Western",71579,2021-11-03,"Jeymes Samuel"
226,tt10574236,2022-06-25,2022-06-25,,"Station Eleven","Station Eleven",https://www.imdb.com/title/tt10574236/,TV Mini Series,7.6,51,2021,"Adventure, Drama, Fantasy, Mystery, Sci-Fi, Thriller",35253,2021-12-16,
227,tt0804484,2022-06-25,2022-06-25,,"Foundation","Foundation",https://www.imdb.com/title/tt0804484/,TV Series,7.6,60,2021,"Drama, Sci-Fi",97581,2021-09-24,
228,tt10982034,2022-06-27,2022-06-27,,"Trying","Trying",https://www.imdb.com/title/tt10982034/,TV Series,8.0,30,2020,"Comedy, Drama, Romance",11784,2020-05-01,
229,tt11828492,2022-06-27,2022-06-27,,"Physical","Physical",https://www.imdb.com/title/tt11828492/,TV Series,7.3,30,2021,"Comedy, Drama",12915,2021-06-18,
230,tt10098498,2022-06-29,2022-06-29,,"The UnXplained","The UnXplained",https://www.imdb.com/title/tt10098498/,TV Series,7.2,,2019,"Documentary",1909,2019-07-19,
231,tt0884328,2022-06-29,2022-06-29,,"The Mist","The Mist",https://www.imdb.com/title/tt0884328/,Movie,7.1,126,2007,"Horror, Sci-Fi, Thriller",342291,2007-11-21,"Frank Darabont"
232,tt2937900,2022-06-29,2022-06-29,,"The Knick","The Knick",https://www.imdb.com/title/tt2937900/,TV Series,8.5,58,2014,"Drama, History",52717,2014-08-08,
233,tt2017109,2022-06-29,2022-06-29,,"Banshee","Banshee",https://www.imdb.com/title/tt2017109/,TV Series,8.4,60,2013,"Action, Crime, Drama, Mystery, Thriller",124527,2013-01-11,
234,tt8594276,2022-06-29,2022-06-29,,"Jett","Jett",https://www.imdb.com/title/tt8594276/,TV Series,7.4,60,2019,"Crime, Drama, Thriller",6248,2019-06-14,
235,tt9735318,2022-06-29,2022-06-29,,"The Beatles: Get Back","The Beatles: Get Back",https://www.imdb.com/title/tt9735318/,TV Mini Series,8.9,156,2021,"Documentary, Biography, Music",28455,2021-11-25,
236,tt2203939,2022-07-12,2022-07-12,,"The Other Woman","The Other Woman",https://www.imdb.com/title/tt2203939/,Movie,6.0,109,2014,"Comedy, Romance",150520,2014-04-25,"Nick Cassavetes"
237,tt21062540,2022-07-13,2022-07-13,,"How to Change Your Mind","How to Change Your Mind",https://www.imdb.com/title/tt21062540/,TV Mini Series,7.9,53,2022,"Documentary",3333,2022-07-12,
238,tt10661302,2022-07-18,2022-07-18,,"We Hunt Together","We Hunt Together",https://www.imdb.com/title/tt10661302/,TV Series,7.1,45,2020,"Crime, Drama, Thriller",2814,2020-08-09,
239,tt15017118,2022-07-18,2022-07-18,,"Dark Winds","Dark Winds",https://www.imdb.com/title/tt15017118/,TV Series,7.7,49,2022,"Crime, Drama, Mystery, Thriller",16504,2022-06-12,
240,tt7671070,2022-08-01,2022-08-01,,"Industry","Industry",https://www.imdb.com/title/tt7671070/,TV Series,7.2,50,2020,"Drama",12551,2020-11-09,
241,tt5363918,2022-08-06,2022-08-06,,"Disenchantment","Disenchantment",https://www.imdb.com/title/tt5363918/,TV Series,7.2,30,2018,"Animation, Action, Adventure, Comedy, Fantasy",73304,2018-08-17,
242,tt10802170,2022-08-12,2022-08-12,,"The Rehearsal","The Rehearsal",https://www.imdb.com/title/tt10802170/,TV Series,8.5,30,2022,"Documentary, Comedy",26293,2022-07-15,
243,tt13075042,2022-08-12,2022-08-12,,"Pretty Little Liars: Original Sin","Pretty Little Liars: Original Sin",https://www.imdb.com/title/tt13075042/,TV Series,7.0,,2022,"Drama, Horror, Mystery, Romance, Thriller",8565,2022-07-28,
244,tt7187044,2022-08-12,2022-08-12,,"City on a Hill","City on a Hill",https://www.imdb.com/title/tt7187044/,TV Series,7.6,60,2019,"Crime, Drama, Thriller",15615,2019-06-07,
245,tt13623580,2022-08-12,2022-08-12,,"Reservation Dogs","Reservation Dogs",https://www.imdb.com/title/tt13623580/,TV Series,8.3,30,2021,"Comedy, Crime",24525,2021-08-09,
246,tt8690918,2022-08-12,2022-08-12,,"Resident Alien","Resident Alien",https://www.imdb.com/title/tt8690918/,TV Series,8.1,44,2021,"Comedy, Drama, Mystery, Sci-Fi",63387,2021-01-27,
247,tt13623148,2022-08-12,2022-08-12,,"I Am Groot","I Am Groot",https://www.imdb.com/title/tt13623148/,TV Series,6.7,4,2022,"Animation, Short, Action, Adventure, Comedy, Fantasy, Sci-Fi",40003,2022-08-10,
248,tt8226360,2022-08-12,2022-08-12,,"A League of Their Own","A League of Their Own",https://www.imdb.com/title/tt8226360/,TV Series,7.6,60,2022,"Comedy, Drama, Sport",25035,2022-08-12,
249,tt3283594,2022-08-12,2022-08-12,,"Five Days at Memorial","Five Days at Memorial",https://www.imdb.com/title/tt3283594/,TV Mini Series,7.7,47,2022,"Biography, Drama",14586,2022-08-12,
250,tt15669534,2022-08-12,2022-08-12,,"Tales of the Walking Dead","Tales of the Walking Dead",https://www.imdb.com/title/tt15669534/,TV Series,5.9,44,2022,"Drama, Fantasy, Horror, Thriller",6401,2022-08-14,
251,tt1486217,2022-08-12,2022-08-12,,"Archer","Archer",https://www.imdb.com/title/tt1486217/,TV Series,8.6,22,2009,"Animation, Action, Comedy",166713,2009-09-17,
252,tt8722888,2022-08-12,2022-08-12,,"Stargirl","Stargirl",https://www.imdb.com/title/tt8722888/,TV Series,7.2,45,2020,"Action, Adventure, Crime, Drama, Fantasy, Sci-Fi",20711,2020-05-18,
253,tt14218830,2022-08-12,2022-08-12,,"Abbott Elementary","Abbott Elementary",https://www.imdb.com/title/tt14218830/,TV Series,8.2,22,2021,"Comedy",35740,2021-12-07,
254,tt15765450,2022-08-12,2022-08-12,,"The Calling","The Calling",https://www.imdb.com/title/tt15765450/,TV Series,7.1,46,2022,"Crime, Drama",3819,2022-11-10,
255,tt4236770,2022-08-12,2022-08-12,,"Yellowstone","Yellowstone",https://www.imdb.com/title/tt4236770/,TV Series,8.7,60,2018,"Drama, Western",224885,2018-06-20,
256,tt10986410,2022-08-12,2022-08-12,,"Ted Lasso","Ted Lasso",https://www.imdb.com/title/tt10986410/,TV Series,8.8,30,2020,"Comedy, Drama, Sport",353862,2020-08-14,
257,tt3960394,2022-08-12,2022-08-12,,"Interview with the Vampire","Interview with the Vampire",https://www.imdb.com/title/tt3960394/,TV Series,7.3,,2022,"Drama, Fantasy, Horror",24017,2022-10-02,
258,tt8425532,2022-08-12,2022-08-12,,"Pennyworth","Pennyworth",https://www.imdb.com/title/tt8425532/,TV Series,7.8,60,2019,"Action, Crime, Drama",18142,2019-07-28,
259,tt12785720,2022-08-12,2022-08-12,,"The Witcher: Blood Origin","The Witcher: Blood Origin",https://www.imdb.com/title/tt12785720/,TV Mini Series,4.9,50,2022,"Action, Adventure, Drama, Fantasy, Mystery",45095,2022-12-25,
260,tt5574490,2022-08-13,2022-08-13,,"Animal Kingdom","Animal Kingdom",https://www.imdb.com/title/tt5574490/,TV Series,8.2,60,2016,"Crime, Drama",43945,2016-06-14,
261,tt1655441,2022-08-13,2022-08-13,,"The Age of Adaline","The Age of Adaline",https://www.imdb.com/title/tt1655441/,Movie,7.2,112,2015,"Drama, Fantasy, Romance",204901,2015-04-24,"Lee Toland Krieger"
262,tt5645432,2022-08-13,2022-08-13,,"The Old Man","The Old Man",https://www.imdb.com/title/tt5645432/,TV Series,7.6,61,2022,"Action, Drama, Thriller",48964,2022-06-16,
263,tt11976532,2022-08-16,2022-08-16,,"Vengeance","Vengeance",https://www.imdb.com/title/tt11976532/,Movie,6.8,107,2022,"Comedy, Music, Mystery, Thriller",37414,2022-07-29,"B.J. Novak"
